,difference_in_rates,discharge_year,expected_rate_per_100_000_people,observed_rate_per_100_000_people,patient_zip_code,pdi_name,pdi_number,risk_adjusted_rate_per_100_000_people
35234,-116.07,2012,116.07,0.0,14063,Asthma,PDI_14,0.0
35259,-115.74,2009,115.74,0.0,14065,Asthma,PDI_14,0.0
35260,-95.98,2010,95.98,0.0,14065,Asthma,PDI_14,0.0
35261,-98.54,2011,98.54,0.0,14065,Asthma,PDI_14,0.0
35262,-73.35,2012,73.35,0.0,14065,Asthma,PDI_14,0.0
35287,-110.84,2009,110.84,0.0,14066,Asthma,PDI_14,0.0
35288,-86.53,2010,86.53,0.0,14066,Asthma,PDI_14,0.0
35289,-87.66,2011,87.66,0.0,14066,Asthma,PDI_14,0.0
35290,-79.08,2012,79.08,0.0,14066,Asthma,PDI_14,0.0
35315,-27.62,2009,122.86,95.24,14067,Asthma,PDI_14,188.33
35316,-6.02,2010,104.25,98.23,14067,Asthma,PDI_14,193.9
35317,-110.0,2011,110.0,0.0,14067,Asthma,PDI_14,0.0
35318,83.24,2012,100.25,183.49,14067,Asthma,PDI_14,385.08
35343,-47.21,2009,109.48,62.27,14068,Asthma,PDI_14,138.19
35344,-91.1,2010,91.1,0.0,14068,Asthma,PDI_14,0.0
35345,-28.97,2011,93.78,64.81,14068,Asthma,PDI_14,142.55
35346,-29.41,2012,91.99,62.58,14068,Asthma,PDI_14,143.13
35371,433.24,2009,104.4,537.63,14069,Asthma,PDI_14,1251.21
35372,495.32,2010,92.93,588.24,14069,Asthma,PDI_14,1302.62
35373,525.93,2011,91.35,617.28,14069,Asthma,PDI_14,1393.84
35374,-81.64,2012,81.64,0.0,14069,Asthma,PDI_14,0.0
35399,-211.74,2009,211.74,0.0,14070,Asthma,PDI_14,0.0
35400,-87.57,2010,178.98,91.41,14070,Asthma,PDI_14,105.1
35401,-204.36,2011,204.36,0.0,14070,Asthma,PDI_14,0.0
35402,-206.74,2012,206.74,0.0,14070,Asthma,PDI_14,0.0
35427,61.77,2009,110.56,172.33,14072,Asthma,PDI_14,378.68
35428,34.69,2010,90.62,125.31,14072,Asthma,PDI_14,284.55
35429,-41.58,2011,92.05,50.47,14072,Asthma,PDI_14,113.09
35430,-1.09,2012,92.02,90.93,14072,Asthma,PDI_14,207.9
35455,-53.25,2009,112.63,59.38,14075,Asthma,PDI_14,128.08
35456,-8.93,2010,93.37,84.44,14075,Asthma,PDI_14,186.1
35457,4.21,2011,93.23,97.44,14075,Asthma,PDI_14,215.59
35458,-61.74,2012,96.65,34.91,14075,Asthma,PDI_14,75.99
35483,-110.09,2009,110.09,0.0,14080,Asthma,PDI_14,0.0
35484,19.03,2010,89.91,108.93,14080,Asthma,PDI_14,249.33
35485,19.42,2011,89.99,109.41,14080,Asthma,PDI_14,250.79
35486,-90.33,2012,90.33,0.0,14080,Asthma,PDI_14,0.0
35511,-210.23,2009,330.42,120.19,14081,Asthma,PDI_14,88.38
35512,106.66,2010,274.06,380.71,14081,Asthma,PDI_14,285.86
35513,-298.27,2011,298.27,0.0,14081,Asthma,PDI_14,0.0
35514,-407.5,2012,407.5,0.0,14081,Asthma,PDI_14,0.0
35539,-98.61,2009,98.61,0.0,14082,Asthma,PDI_14,0.0
35540,-80.82,2010,80.82,0.0,14082,Asthma,PDI_14,0.0
35541,-96.9,2011,96.9,0.0,14082,Asthma,PDI_14,0.0
35542,-86.33,2012,86.33,0.0,14082,Asthma,PDI_14,0.0
35567,-98.33,2009,98.33,0.0,14083,Asthma,PDI_14,0.0
35568,-93.4,2010,93.4,0.0,14083,Asthma,PDI_14,0.0
35569,-71.45,2011,71.45,0.0,14083,Asthma,PDI_14,0.0
35570,-61.77,2012,61.77,0.0,14083,Asthma,PDI_14,0.0
35595,-102.87,2009,102.87,0.0,14085,Asthma,PDI_14,0.0
35596,-21.11,2010,83.03,61.92,14085,Asthma,PDI_14,153.47
35597,39.47,2011,84.6,124.07,14085,Asthma,PDI_14,302.52
35598,-81.64,2012,81.64,0.0,14085,Asthma,PDI_14,0.0
35623,9.04,2009,111.33,120.37,14086,Asthma,PDI_14,262.68
35624,-59.87,2010,90.0,30.13,14086,Asthma,PDI_14,68.9
35625,-60.15,2011,90.16,30.01,14086,Asthma,PDI_14,68.65
35626,-19.65,2012,90.18,70.53,14086,Asthma,PDI_14,164.56
35651,-273.07,2009,273.07,0.0,14091,Asthma,PDI_14,0.0
35652,-217.86,2010,217.86,0.0,14091,Asthma,PDI_14,0.0
35653,-248.59,2011,248.59,0.0,14091,Asthma,PDI_14,0.0
35654,-303.27,2012,303.27,0.0,14091,Asthma,PDI_14,0.0
35679,-142.21,2009,142.21,0.0,14092,Asthma,PDI_14,0.0
35680,-13.25,2010,118.29,105.04,14092,Asthma,PDI_14,182.73
35681,-126.38,2011,126.38,0.0,14092,Asthma,PDI_14,0.0
35682,-90.77,2012,142.53,51.76,14092,Asthma,PDI_14,76.41
35687,-19.02,2009,142.43,123.41,14103,Asthma,PDI_14,210.51
35708,-120.14,2009,147.84,27.7,14094,Asthma,PDI_14,45.52
35709,-113.99,2010,123.4,9.41,14094,Asthma,PDI_14,15.69
35710,-101.19,2011,129.63,28.44,14094,Asthma,PDI_14,45.26
35711,-63.52,2012,144.44,80.92,14094,Asthma,PDI_14,117.87
35731,-78.03,2010,119.94,41.91,14103,Asthma,PDI_14,71.9
35737,-110.7,2009,110.7,0.0,14098,Asthma,PDI_14,0.0
35738,-90.72,2010,90.72,0.0,14098,Asthma,PDI_14,0.0
35739,-89.38,2011,89.38,0.0,14098,Asthma,PDI_14,0.0
35740,-93.27,2012,93.27,0.0,14098,Asthma,PDI_14,0.0
35765,446.22,2009,140.29,586.51,14101,Asthma,PDI_14,1015.69
35766,-119.25,2010,119.25,0.0,14101,Asthma,PDI_14,0.0
35767,-112.99,2011,112.99,0.0,14101,Asthma,PDI_14,0.0
35768,185.06,2012,107.34,292.4,14101,Asthma,PDI_14,573.12
35794,-104.87,2009,104.87,0.0,14102,Asthma,PDI_14,0.0
35795,-74.64,2010,74.64,0.0,14102,Asthma,PDI_14,0.0
35796,-75.94,2011,75.94,0.0,14102,Asthma,PDI_14,0.0
35797,-79.54,2012,79.54,0.0,14102,Asthma,PDI_14,0.0
35822,-41.05,2011,124.94,83.89,14103,Asthma,PDI_14,138.51
35823,-133.62,2012,133.62,0.0,14103,Asthma,PDI_14,0.0
35848,-121.85,2009,121.85,0.0,14105,Asthma,PDI_14,0.0
35849,1.67,2010,98.23,99.9,14105,Asthma,PDI_14,209.28
35850,5.0,2011,97.04,102.04,14105,Asthma,PDI_14,216.91
35851,-111.06,2012,111.06,0.0,14105,Asthma,PDI_14,0.0
35875,-118.06,2009,118.06,0.0,14108,Asthma,PDI_14,0.0
35876,-99.86,2010,99.86,0.0,14108,Asthma,PDI_14,0.0
35877,-103.54,2011,103.54,0.0,14108,Asthma,PDI_14,0.0
35878,-104.67,2012,104.67,0.0,14108,Asthma,PDI_14,0.0
35903,191.24,2009,159.02,350.26,14111,Asthma,PDI_14,535.13
35904,-136.65,2010,136.65,0.0,14111,Asthma,PDI_14,0.0
35905,224.93,2011,144.07,369.0,14111,Asthma,PDI_14,528.34
35906,-129.39,2012,129.39,0.0,14111,Asthma,PDI_14,0.0
35931,-116.61,2009,116.61,0.0,14113,Asthma,PDI_14,0.0
35932,-110.71,2010,110.71,0.0,14113,Asthma,PDI_14,0.0
35933,-95.34,2011,95.34,0.0,14113,Asthma,PDI_14,0.0
35934,-81.16,2012,81.16,0.0,14113,Asthma,PDI_14,0.0
35953,-90.93,2011,90.93,0.0,14134,Asthma,PDI_14,0.0
35960,-22.4,2009,118.04,95.64,14120,Asthma,PDI_14,196.85
35961,-0.95,2010,97.3,96.35,14120,Asthma,PDI_14,203.78
35962,-51.92,2011,100.11,48.19,14120,Asthma,PDI_14,99.29
35963,-78.08,2012,100.73,22.65,14120,Asthma,PDI_14,47.3
35988,144.4,2009,127.34,271.74,14125,Asthma,PDI_14,518.44
35989,-105.59,2010,105.59,0.0,14125,Asthma,PDI_14,0.0
35990,163.34,2011,104.41,267.74,14125,Asthma,PDI_14,528.98
35991,-115.11,2012,115.11,0.0,14125,Asthma,PDI_14,0.0
36016,40.1,2009,108.17,148.27,14127,Asthma,PDI_14,333.01
36017,-21.51,2010,88.91,67.4,14127,Asthma,PDI_14,155.98
36018,-71.75,2011,89.03,17.28,14127,Asthma,PDI_14,40.03
36019,-5.1,2012,85.71,80.61,14127,Asthma,PDI_14,197.85
36041,-74.08,2012,74.08,0.0,14134,Asthma,PDI_14,0.0
36045,-225.47,2009,225.47,0.0,14129,Asthma,PDI_14,0.0
36046,-179.64,2010,179.64,0.0,14129,Asthma,PDI_14,0.0
36047,-191.51,2011,191.51,0.0,14129,Asthma,PDI_14,0.0
36048,-232.33,2012,232.33,0.0,14129,Asthma,PDI_14,0.0
36073,74.29,2009,125.31,199.6,14131,Asthma,PDI_14,386.98
36074,-105.97,2010,105.97,0.0,14131,Asthma,PDI_14,0.0
36075,-5.43,2011,100.76,95.33,14131,Asthma,PDI_14,195.15
36076,-15.26,2012,105.35,90.09,14131,Asthma,PDI_14,179.91
36101,-62.51,2009,143.55,81.04,14132,Asthma,PDI_14,137.16
36102,-36.19,2010,118.7,82.51,14132,Asthma,PDI_14,143.03
36103,-127.32,2011,127.32,0.0,14132,Asthma,PDI_14,0.0
36104,-151.61,2012,151.61,0.0,14132,Asthma,PDI_14,0.0
36129,-90.46,2009,90.46,0.0,14134,Asthma,PDI_14,0.0
36130,-84.09,2010,84.09,0.0,14134,Asthma,PDI_14,0.0
36155,-25.2,2009,121.63,96.43,14136,Asthma,PDI_14,192.63
36156,-104.07,2010,104.07,0.0,14136,Asthma,PDI_14,0.0
36157,-5.84,2011,102.27,96.43,14136,Asthma,PDI_14,194.5
36158,-10.09,2012,101.92,91.83,14136,Asthma,PDI_14,189.57
36183,-121.66,2009,121.66,0.0,14138,Asthma,PDI_14,0.0
36184,-96.16,2010,96.16,0.0,14138,Asthma,PDI_14,0.0
36185,-94.73,2011,94.73,0.0,14138,Asthma,PDI_14,0.0
36186,-100.18,2012,100.18,0.0,14138,Asthma,PDI_14,0.0
36211,111.56,2009,103.49,215.05,14139,Asthma,PDI_14,504.87
36212,-92.62,2010,92.62,0.0,14139,Asthma,PDI_14,0.0
36213,-92.03,2011,92.03,0.0,14139,Asthma,PDI_14,0.0
36214,-95.12,2012,95.12,0.0,14139,Asthma,PDI_14,0.0
36239,11.71,2009,112.29,123.99,14141,Asthma,PDI_14,268.28
36240,-26.9,2010,90.19,63.29,14141,Asthma,PDI_14,144.41
36241,-28.61,2011,92.02,63.41,14141,Asthma,PDI_14,142.15
36242,77.3,2012,104.19,181.49,14141,Asthma,PDI_14,366.48
36267,-116.63,2009,116.63,0.0,14143,Asthma,PDI_14,0.0
36268,-101.15,2010,101.15,0.0,14143,Asthma,PDI_14,0.0
36269,-102.56,2011,102.56,0.0,14143,Asthma,PDI_14,0.0
36270,-91.95,2012,91.95,0.0,14143,Asthma,PDI_14,0.0
36295,-102.13,2009,102.13,0.0,14145,Asthma,PDI_14,0.0
36296,-79.71,2010,79.71,0.0,14145,Asthma,PDI_14,0.0
36297,-79.71,2011,79.71,0.0,14145,Asthma,PDI_14,0.0
36298,161.9,2012,86.25,248.14,14145,Asthma,PDI_14,605.32
36323,64.88,2009,129.75,194.63,14150,Asthma,PDI_14,364.44
36324,-24.73,2010,109.74,85.01,14150,Asthma,PDI_14,159.4
36325,-39.35,2011,111.21,71.86,14150,Asthma,PDI_14,133.29
36326,-47.12,2012,114.33,67.21,14150,Asthma,PDI_14,123.69
36351,-110.13,2009,110.13,0.0,14167,Asthma,PDI_14,0.0
36352,-85.02,2010,85.02,0.0,14167,Asthma,PDI_14,0.0
36353,-81.35,2011,81.35,0.0,14167,Asthma,PDI_14,0.0
36354,-100.44,2012,100.44,0.0,14167,Asthma,PDI_14,0.0
36379,304.46,2009,98.77,403.23,14170,Asthma,PDI_14,991.81
36380,-83.63,2010,83.63,0.0,14170,Asthma,PDI_14,0.0
36381,118.93,2011,87.68,206.61,14170,Asthma,PDI_14,486.09
36382,125.79,2012,77.46,203.25,14170,Asthma,PDI_14,552.07
36407,-132.43,2009,132.43,0.0,14171,Asthma,PDI_14,0.0
36408,-100.6,2010,100.6,0.0,14171,Asthma,PDI_14,0.0
36409,-99.75,2011,99.75,0.0,14171,Asthma,PDI_14,0.0
36410,-87.59,2012,87.59,0.0,14171,Asthma,PDI_14,0.0
36435,44.96,2009,116.34,161.29,14172,Asthma,PDI_14,336.84
36436,70.1,2010,96.57,166.67,14172,Asthma,PDI_14,355.16
36437,-103.33,2011,103.33,0.0,14172,Asthma,PDI_14,0.0
36438,-100.42,2012,100.42,0.0,14172,Asthma,PDI_14,0.0
36441,206.4,2010,417.04,623.44,14208,Asthma,PDI_14,307.62
36464,-120.41,2009,120.41,0.0,14174,Asthma,PDI_14,0.0
36465,-0.84,2010,98.4,97.56,14174,Asthma,PDI_14,204.02
36466,-100.48,2011,100.48,0.0,14174,Asthma,PDI_14,0.0
36467,-5.47,2012,98.06,92.59,14174,Asthma,PDI_14,198.67
36486,-123.91,2011,420.9,296.99,14208,Asthma,PDI_14,145.55
36493,493.3,2009,375.36,868.66,14201,Asthma,PDI_14,562.24
36494,382.83,2010,317.95,700.77,14201,Asthma,PDI_14,453.54
36495,75.8,2011,314.84,390.63,14201,Asthma,PDI_14,255.93
36496,206.87,2012,301.11,507.98,14201,Asthma,PDI_14,354.94
36521,301.9,2009,298.7,600.6,14202,Asthma,PDI_14,488.51
36522,642.84,2010,244.73,887.57,14202,Asthma,PDI_14,746.3
36523,-272.46,2011,272.46,0.0,14202,Asthma,PDI_14,0.0
36524,443.12,2012,276.3,719.42,14202,Asthma,PDI_14,547.81
36549,433.15,2009,451.81,884.96,14203,Asthma,PDI_14,475.87
36550,450.36,2010,386.46,836.82,14203,Asthma,PDI_14,445.58
36551,483.98,2011,397.08,881.06,14203,Asthma,PDI_14,457.7
36552,1.17,2012,403.69,404.86,14203,Asthma,PDI_14,211.0
36577,141.88,2009,445.82,587.7,14204,Asthma,PDI_14,320.27
36578,-146.51,2010,378.42,231.91,14204,Asthma,PDI_14,126.11
36579,-195.28,2011,382.46,187.18,14204,Asthma,PDI_14,100.95
36580,-250.27,2012,395.2,144.93,14204,Asthma,PDI_14,77.16
36605,84.94,2009,187.48,272.41,14206,Asthma,PDI_14,353.03
36606,17.48,2010,158.89,176.37,14206,Asthma,PDI_14,228.42
36607,65.02,2011,163.87,228.89,14206,Asthma,PDI_14,288.13
36608,79.3,2012,186.46,265.76,14206,Asthma,PDI_14,299.88
36633,296.88,2009,229.14,526.02,14207,Asthma,PDI_14,557.74
36634,354.14,2010,198.56,552.7,14207,Asthma,PDI_14,572.8
36635,93.81,2011,202.98,296.79,14207,Asthma,PDI_14,301.62
36636,64.92,2012,261.88,326.8,14207,Asthma,PDI_14,262.54
36661,-202.93,2009,481.15,278.22,14208,Asthma,PDI_14,140.48
36662,-121.28,2012,433.64,312.36,14208,Asthma,PDI_14,151.55
36687,423.98,2009,412.84,836.82,14209,Asthma,PDI_14,492.46
36688,355.57,2010,356.68,712.25,14209,Asthma,PDI_14,410.92
36689,-222.05,2011,365.11,143.06,14209,Asthma,PDI_14,80.83
36690,146.31,2012,347.34,493.65,14209,Asthma,PDI_14,299.02
36715,183.53,2009,162.77,346.3,14210,Asthma,PDI_14,516.88
36716,326.83,2010,134.37,461.2,14210,Asthma,PDI_14,706.31
36717,108.29,2011,136.94,245.23,14210,Asthma,PDI_14,369.4
36718,-5.88,2012,166.74,160.86,14210,Asthma,PDI_14,202.97
36743,66.38,2009,455.41,521.79,14211,Asthma,PDI_14,278.37
36744,-2.55,2010,391.26,388.71,14211,Asthma,PDI_14,204.44
36745,-104.18,2011,398.17,293.99,14211,Asthma,PDI_14,152.31
36746,-147.57,2012,427.04,279.47,14211,Asthma,PDI_14,137.69
36771,72.59,2009,405.89,478.47,14212,Asthma,PDI_14,286.4
36772,77.63,2010,347.9,425.53,14212,Asthma,PDI_14,251.69
36773,-109.65,2011,350.76,241.11,14212,Asthma,PDI_14,141.79
36774,103.99,2012,320.88,424.87,14212,Asthma,PDI_14,278.58
36799,195.26,2009,358.1,553.36,14213,Asthma,PDI_14,375.43
36800,184.16,2010,303.26,487.41,14213,Asthma,PDI_14,330.74
36801,23.82,2011,306.0,329.82,14213,Asthma,PDI_14,222.33
36802,-123.91,2012,288.98,165.07,14213,Asthma,PDI_14,120.18
36827,-63.5,2009,359.84,296.34,14214,Asthma,PDI_14,200.08
36828,-116.61,2010,310.62,194.01,14214,Asthma,PDI_14,128.53
36829,-181.42,2011,321.63,140.21,14214,Asthma,PDI_14,89.93
36830,-99.41,2012,317.69,218.28,14214,Asthma,PDI_14,144.56
36843,-26.52,2009,121.79,95.27,14221,Asthma,PDI_14,190.04
36856,147.17,2009,468.67,615.84,14215,Asthma,PDI_14,319.25
36857,12.19,2010,406.38,418.57,14215,Asthma,PDI_14,211.95
36858,-37.72,2011,414.75,377.03,14215,Asthma,PDI_14,187.52
36859,-57.07,2012,443.99,386.92,14215,Asthma,PDI_14,183.35
36884,45.73,2009,226.08,271.8,14216,Asthma,PDI_14,292.09
36885,5.65,2010,196.02,201.66,14216,Asthma,PDI_14,211.7
36886,-20.84,2011,200.57,179.73,14216,Asthma,PDI_14,184.85
36887,-92.99,2012,228.74,135.75,14216,Asthma,PDI_14,124.86
36912,-61.41,2009,132.16,70.75,14217,Asthma,PDI_14,130.07
36913,31.61,2010,110.67,142.28,14217,Asthma,PDI_14,264.54
36914,-17.77,2011,113.24,95.47,14217,Asthma,PDI_14,173.9
36915,-19.33,2012,128.41,109.08,14217,Asthma,PDI_14,178.71
36940,50.76,2009,220.98,271.74,14218,Asthma,PDI_14,298.76
36941,83.94,2010,189.09,273.02,14218,Asthma,PDI_14,297.12
36942,-98.29,2011,197.45,99.16,14218,Asthma,PDI_14,103.59
36943,43.37,2012,183.08,226.45,14218,Asthma,PDI_14,260.24
36968,-41.53,2009,132.27,90.74,14219,Asthma,PDI_14,166.68
36969,-17.53,2010,110.25,92.72,14219,Asthma,PDI_14,173.06
36970,-111.08,2011,111.08,0.0,14219,Asthma,PDI_14,0.0
36971,22.03,2012,110.6,132.63,14219,Asthma,PDI_14,252.3
36996,109.65,2009,147.76,257.4,14220,Asthma,PDI_14,423.24
36997,156.16,2010,123.69,279.85,14220,Asthma,PDI_14,465.58
36998,101.02,2011,125.82,226.84,14220,Asthma,PDI_14,371.89
36999,-71.51,2012,145.58,74.07,14220,Asthma,PDI_14,107.05
37024,-58.64,2010,101.66,43.02,14221,Asthma,PDI_14,87.08
37025,-92.72,2011,103.44,10.72,14221,Asthma,PDI_14,21.38
37026,-77.88,2012,107.16,29.28,14221,Asthma,PDI_14,57.49
37051,-53.39,2009,260.0,206.61,14222,Asthma,PDI_14,193.06
37052,-224.19,2010,224.19,0.0,14222,Asthma,PDI_14,0.0
37053,-164.58,2011,232.61,68.03,14222,Asthma,PDI_14,60.33
37054,-69.05,2012,201.24,132.19,14222,Asthma,PDI_14,138.2
37079,78.69,2009,134.99,213.68,14223,Asthma,PDI_14,384.58
37080,8.91,2010,113.64,122.55,14223,Asthma,PDI_14,221.91
37081,57.09,2011,117.21,174.3,14223,Asthma,PDI_14,306.75
37082,-134.05,2012,134.05,0.0,14223,Asthma,PDI_14,0.0
37107,28.06,2009,112.05,140.11,14224,Asthma,PDI_14,303.8
37108,-6.83,2010,92.64,85.81,14224,Asthma,PDI_14,190.6
37109,-20.52,2011,93.8,73.28,14224,Asthma,PDI_14,161.16
37110,-50.76,2012,92.65,41.89,14224,Asthma,PDI_14,95.14
37135,165.41,2009,147.81,313.22,14225,Asthma,PDI_14,514.83
37136,8.03,2010,125.97,134.0,14225,Asthma,PDI_14,218.89
37137,-25.57,2011,127.52,101.95,14225,Asthma,PDI_14,164.92
37138,-103.88,2012,165.68,61.8,14225,Asthma,PDI_14,78.48
37163,-65.23,2009,176.12,110.89,14226,Asthma,PDI_14,152.96
37164,-94.63,2010,150.15,55.52,14226,Asthma,PDI_14,76.1
37165,-41.95,2011,153.31,111.36,14226,Asthma,PDI_14,149.83
37166,-110.52,2012,160.33,49.81,14226,Asthma,PDI_14,65.36
37191,55.41,2009,124.77,180.18,14227,Asthma,PDI_14,350.85
37192,105.6,2010,102.46,208.06,14227,Asthma,PDI_14,417.85
37193,54.88,2011,104.99,159.87,14227,Asthma,PDI_14,314.11
37194,46.64,2012,111.96,158.6,14227,Asthma,PDI_14,298.05
37219,4.52,2009,166.57,171.09,14228,Asthma,PDI_14,249.54
37220,83.5,2010,142.36,225.86,14228,Asthma,PDI_14,326.47
37221,-31.04,2011,145.33,114.29,14228,Asthma,PDI_14,162.22
37222,-67.65,2012,165.28,97.63,14228,Asthma,PDI_14,124.28
37247,-77.01,2009,331.65,254.64,14301,Asthma,PDI_14,186.54
37248,-247.37,2010,283.89,36.52,14301,Asthma,PDI_14,26.47
37249,-255.14,2011,292.08,36.94,14301,Asthma,PDI_14,26.09
37250,-238.98,2012,344.58,105.6,14301,Asthma,PDI_14,64.47
37275,-143.5,2009,301.73,158.23,14303,Asthma,PDI_14,127.41
37276,-96.94,2010,255.54,158.6,14303,Asthma,PDI_14,127.72
37277,-191.35,2011,269.78,78.43,14303,Asthma,PDI_14,59.97
37278,-289.43,2012,367.13,77.7,14303,Asthma,PDI_14,44.53
37303,-52.62,2009,139.1,86.48,14304,Asthma,PDI_14,151.04
37304,-84.49,2010,119.61,35.12,14304,Asthma,PDI_14,60.43
37305,-70.13,2011,123.14,53.01,14304,Asthma,PDI_14,88.8
37306,-85.56,2012,137.71,52.15,14304,Asthma,PDI_14,79.67
37331,-276.48,2009,325.7,49.22,14305,Asthma,PDI_14,36.72
37332,-180.49,2010,280.54,100.05,14305,Asthma,PDI_14,73.39
37333,-219.22,2011,294.71,75.49,14305,Asthma,PDI_14,52.84
37334,-285.33,2012,310.62,25.29,14305,Asthma,PDI_14,17.13
37359,-110.37,2009,146.63,36.26,14411,Asthma,PDI_14,60.08
37360,23.27,2010,123.36,146.63,14411,Asthma,PDI_14,244.59
37361,-90.58,2011,127.09,36.51,14411,Asthma,PDI_14,59.26
37362,-146.66,2012,146.66,0.0,14411,Asthma,PDI_14,0.0
37387,108.2,2009,118.56,226.76,14414,Asthma,PDI_14,464.66
37388,50.57,2010,99.58,150.15,14414,Asthma,PDI_14,310.29
37389,-97.75,2011,97.75,0.0,14414,Asthma,PDI_14,0.0
37390,-93.89,2012,93.89,0.0,14414,Asthma,PDI_14,0.0
37415,3905.08,2009,94.92,4000.0,14415,Asthma,PDI_14,10238.08
37416,-63.96,2010,63.96,0.0,14415,Asthma,PDI_14,0.0
37417,-79.26,2011,79.26,0.0,14415,Asthma,PDI_14,0.0
37418,-53.97,2012,53.97,0.0,14415,Asthma,PDI_14,0.0
37443,-120.14,2009,120.14,0.0,14416,Asthma,PDI_14,0.0
37444,-100.55,2010,100.55,0.0,14416,Asthma,PDI_14,0.0
37445,-98.88,2011,98.88,0.0,14416,Asthma,PDI_14,0.0
37446,21.7,2012,87.95,109.65,14416,Asthma,PDI_14,262.3
37471,-114.66,2009,114.66,0.0,14418,Asthma,PDI_14,0.0
37472,-88.61,2010,88.61,0.0,14418,Asthma,PDI_14,0.0
37473,-93.0,2011,93.0,0.0,14418,Asthma,PDI_14,0.0
37474,-89.05,2012,89.05,0.0,14418,Asthma,PDI_14,0.0
37499,-76.95,2009,134.99,58.04,14420,Asthma,PDI_14,104.46
37500,-84.24,2010,113.86,29.62,14420,Asthma,PDI_14,53.53
37501,-54.86,2011,113.98,59.12,14420,Asthma,PDI_14,106.99
37502,-116.96,2012,116.96,0.0,14420,Asthma,PDI_14,0.0
37527,-122.44,2009,122.44,0.0,14422,Asthma,PDI_14,0.0
37528,91.67,2010,106.74,198.41,14422,Asthma,PDI_14,382.52
37529,-103.65,2011,103.65,0.0,14422,Asthma,PDI_14,0.0
37530,-95.67,2012,95.67,0.0,14422,Asthma,PDI_14,0.0
37555,66.32,2009,126.17,192.49,14423,Asthma,PDI_14,370.67
37556,-101.68,2010,101.68,0.0,14423,Asthma,PDI_14,0.0
37557,-8.55,2011,103.25,94.7,14423,Asthma,PDI_14,189.19
37558,88.67,2012,90.54,179.21,14423,Asthma,PDI_14,416.45
37583,78.02,2009,119.96,197.98,14424,Asthma,PDI_14,400.98
37584,-40.7,2010,100.65,59.95,14424,Asthma,PDI_14,122.57
37585,-81.05,2011,100.08,19.03,14424,Asthma,PDI_14,39.23
37586,-61.01,2012,96.96,35.95,14424,Asthma,PDI_14,78.0
37611,-78.02,2009,120.27,42.25,14425,Asthma,PDI_14,85.35
37612,-99.15,2010,99.15,0.0,14425,Asthma,PDI_14,0.0
37613,-100.42,2011,100.42,0.0,14425,Asthma,PDI_14,0.0
37614,-104.9,2012,104.9,0.0,14425,Asthma,PDI_14,0.0
37639,-101.44,2009,101.44,0.0,14427,Asthma,PDI_14,0.0
37640,515.63,2010,81.38,597.01,14427,Asthma,PDI_14,1509.58
37641,-80.91,2011,80.91,0.0,14427,Asthma,PDI_14,0.0
37642,137.34,2012,100.19,237.53,14427,Asthma,PDI_14,498.78
37667,-123.08,2009,123.08,0.0,14428,Asthma,PDI_14,0.0
37668,-103.79,2010,103.79,0.0,14428,Asthma,PDI_14,0.0
37669,-103.62,2011,103.62,0.0,14428,Asthma,PDI_14,0.0
37670,-105.89,2012,105.89,0.0,14428,Asthma,PDI_14,0.0
37695,-119.89,2009,119.89,0.0,14432,Asthma,PDI_14,0.0
37696,-99.15,2010,99.15,0.0,14432,Asthma,PDI_14,0.0
37697,-96.4,2011,96.4,0.0,14432,Asthma,PDI_14,0.0
37698,-98.4,2012,98.4,0.0,14432,Asthma,PDI_14,0.0
37723,-45.43,2009,140.94,95.51,14433,Asthma,PDI_14,164.64
37724,-123.67,2010,123.67,0.0,14433,Asthma,PDI_14,0.0
37725,-31.35,2011,125.6,94.25,14433,Asthma,PDI_14,154.79
37726,41.41,2012,134.49,175.9,14433,Asthma,PDI_14,275.17
37751,-109.99,2009,109.99,0.0,14435,Asthma,PDI_14,0.0
37752,-87.08,2010,87.08,0.0,14435,Asthma,PDI_14,0.0
37753,-84.87,2011,84.87,0.0,14435,Asthma,PDI_14,0.0
37754,-89.97,2012,89.97,0.0,14435,Asthma,PDI_14,0.0
37779,-76.46,2009,125.07,48.61,14437,Asthma,PDI_14,94.44
37780,-102.22,2010,102.22,0.0,14437,Asthma,PDI_14,0.0
37781,-55.09,2011,102.66,47.57,14437,Asthma,PDI_14,95.59
37782,-99.1,2012,99.1,0.0,14437,Asthma,PDI_14,0.0
37807,-93.88,2009,93.88,0.0,14441,Asthma,PDI_14,0.0
37808,-94.7,2010,94.7,0.0,14441,Asthma,PDI_14,0.0
37809,-131.92,2011,131.92,0.0,14441,Asthma,PDI_14,0.0
37810,-102.77,2012,102.77,0.0,14441,Asthma,PDI_14,0.0
37835,-86.62,2009,145.9,59.28,14445,Asthma,PDI_14,98.71
37836,0.32,2010,120.23,120.55,14445,Asthma,PDI_14,206.34
37837,61.02,2011,122.02,183.04,14445,Asthma,PDI_14,309.44
37838,-138.23,2012,138.23,0.0,14445,Asthma,PDI_14,0.0
37842,44.35,2012,91.7,136.05,14468,Asthma,PDI_14,312.16
37864,-89.28,2009,121.55,32.27,14450,Asthma,PDI_14,64.5
37865,-79.16,2010,100.7,21.54,14450,Asthma,PDI_14,44.02
37866,-80.22,2011,101.94,21.72,14450,Asthma,PDI_14,43.95
37867,-102.44,2012,102.44,0.0,14450,Asthma,PDI_14,0.0
