,expected_rate_per_100_000_people,observed_rate_per_100_000_people,patient_zipcode,pqi_name,pqi_number,year
25702,407.88,249.81,13478,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
25731,53.24,0.0,13478,Asthma in Younger Adults,PQI_15,2009
25732,41.8,0.0,13478,Asthma in Younger Adults,PQI_15,2010
25733,45.43,0.0,13478,Asthma in Younger Adults,PQI_15,2011
25734,42.35,0.0,13478,Asthma in Younger Adults,PQI_15,2012
25771,475.42,694.43,13480,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
25772,445.94,565.29,13480,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
25773,443.74,348.04,13480,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
25774,416.24,531.96,13480,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
25803,51.92,0.0,13480,Asthma in Younger Adults,PQI_15,2009
25804,41.8,0.0,13480,Asthma in Younger Adults,PQI_15,2010
25805,40.48,0.0,13480,Asthma in Younger Adults,PQI_15,2011
25806,42.02,0.0,13480,Asthma in Younger Adults,PQI_15,2012
25841,488.73,0.0,13482,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
25842,421.08,0.0,13482,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
25844,328.46,0.0,13482,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
25866,49.17,0.0,13482,Asthma in Younger Adults,PQI_15,2009
25867,28.71,0.0,13482,Asthma in Younger Adults,PQI_15,2011
25868,32.67,0.0,13482,Asthma in Younger Adults,PQI_15,2012
25896,417.45,0.0,13483,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
25897,377.52,1801.8,13483,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
25898,359.26,2727.23,13483,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
25919,49.06,0.0,13483,Asthma in Younger Adults,PQI_15,2009
25920,37.18,0.0,13483,Asthma in Younger Adults,PQI_15,2011
25921,37.4,0.0,13483,Asthma in Younger Adults,PQI_15,2012
25951,458.81,984.5,13485,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
25952,433.4,286.99,13485,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
25953,415.47,1404.48,13485,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
25954,382.58,853.71,13485,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
25983,53.68,0.0,13485,Asthma in Younger Adults,PQI_15,2009
25984,41.58,0.0,13485,Asthma in Younger Adults,PQI_15,2010
25985,41.8,0.0,13485,Asthma in Younger Adults,PQI_15,2011
25986,41.69,0.0,13485,Asthma in Younger Adults,PQI_15,2012
26023,426.8,804.32,13486,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
26024,400.18,530.53,13486,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
26025,396.33,0.0,13486,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
26026,365.09,606.1,13486,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
26055,50.27,0.0,13486,Asthma in Younger Adults,PQI_15,2009
26056,40.15,0.0,13486,Asthma in Younger Adults,PQI_15,2010
26057,39.38,0.0,13486,Asthma in Younger Adults,PQI_15,2011
26058,37.29,1242.23,13486,Asthma in Younger Adults,PQI_15,2012
26095,470.14,1369.83,13488,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
26096,470.47,0.0,13488,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
26097,470.91,0.0,13488,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
26098,403.7,0.0,13488,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
26127,45.76,0.0,13488,Asthma in Younger Adults,PQI_15,2009
26128,33.33,0.0,13488,Asthma in Younger Adults,PQI_15,2010
26129,32.67,0.0,13488,Asthma in Younger Adults,PQI_15,2011
26130,35.97,0.0,13488,Asthma in Younger Adults,PQI_15,2012
26167,416.57,1355.97,13489,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
26168,403.81,384.67,13489,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
26169,403.81,1158.3,13489,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
26170,375.21,1953.16,13489,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
26199,49.39,0.0,13489,Asthma in Younger Adults,PQI_15,2009
26200,36.96,666.71,13489,Asthma in Younger Adults,PQI_15,2010
26201,37.18,0.0,13489,Asthma in Younger Adults,PQI_15,2011
26202,38.94,0.0,13489,Asthma in Younger Adults,PQI_15,2012
26239,425.48,389.07,13490,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
26240,401.28,1086.91,13490,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
26241,391.27,338.36,13490,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
26242,386.32,646.25,13490,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
26271,49.83,0.0,13490,Asthma in Younger Adults,PQI_15,2009
26272,39.27,566.61,13490,Asthma in Younger Adults,PQI_15,2010
26273,39.82,346.06,13490,Asthma in Younger Adults,PQI_15,2011
26274,40.15,0.0,13490,Asthma in Younger Adults,PQI_15,2012
26312,462.88,669.68,13491,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
26313,430.65,451.22,13491,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
26314,430.65,905.19,13491,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
26315,397.98,435.93,13491,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
26344,50.82,0.0,13491,Asthma in Younger Adults,PQI_15,2009
26345,39.38,0.0,13491,Asthma in Younger Adults,PQI_15,2010
26346,38.5,0.0,13491,Asthma in Younger Adults,PQI_15,2011
26347,42.02,0.0,13491,Asthma in Younger Adults,PQI_15,2012
26383,504.13,685.08,13492,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
26384,468.93,474.1,13492,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
26385,465.19,313.94,13492,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
26386,441.76,616.0,13492,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
26415,52.03,33.11,13492,Asthma in Younger Adults,PQI_15,2009
26416,41.03,33.44,13492,Asthma in Younger Adults,PQI_15,2010
26417,40.04,0.0,13492,Asthma in Younger Adults,PQI_15,2011
26418,42.46,0.0,13492,Asthma in Younger Adults,PQI_15,2012
26456,420.86,192.28,13493,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
26457,386.54,282.48,13493,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
26458,393.03,96.8,13493,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
26459,363.77,519.2,13493,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
26488,52.03,151.25,13493,Asthma in Younger Adults,PQI_15,2009
26489,42.35,148.61,13493,Asthma in Younger Adults,PQI_15,2010
26490,41.03,0.0,13493,Asthma in Younger Adults,PQI_15,2011
26491,39.6,0.0,13493,Asthma in Younger Adults,PQI_15,2012
26528,492.03,1666.72,13494,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
26529,442.97,1554.41,13494,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
26530,458.26,1081.08,13494,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
26531,424.82,1388.86,13494,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
26559,51.37,0.0,13494,Asthma in Younger Adults,PQI_15,2009
26560,40.04,0.0,13494,Asthma in Younger Adults,PQI_15,2010
26561,42.35,0.0,13494,Asthma in Younger Adults,PQI_15,2011
26562,35.42,0.0,13494,Asthma in Younger Adults,PQI_15,2012
26599,596.09,386.87,13495,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
26600,557.7,781.99,13495,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
26601,555.5,889.68,13495,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
26602,517.55,667.26,13495,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
26631,53.57,185.57,13495,Asthma in Younger Adults,PQI_15,2009
26632,42.46,0.0,13495,Asthma in Younger Adults,PQI_15,2010
26633,42.46,0.0,13495,Asthma in Younger Adults,PQI_15,2011
26634,47.96,0.0,13495,Asthma in Younger Adults,PQI_15,2012
26671,641.74,967.89,13501,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
26672,600.82,912.56,13501,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
26673,605.11,961.62,13501,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
26674,555.17,784.19,13501,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
26703,94.93,232.1,13501,Asthma in Younger Adults,PQI_15,2009
26704,76.45,110.44,13501,Asthma in Younger Adults,PQI_15,2010
26705,77.11,108.68,13501,Asthma in Younger Adults,PQI_15,2011
26706,74.91,222.53,13501,Asthma in Younger Adults,PQI_15,2012
26743,556.27,738.54,13502,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
26744,514.8,758.01,13502,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
26745,516.78,896.28,13502,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
26746,503.47,701.25,13502,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
26775,78.76,86.46,13502,Asthma in Younger Adults,PQI_15,2009
26776,63.36,75.24,13502,Asthma in Younger Adults,PQI_15,2010
26777,62.59,69.74,13502,Asthma in Younger Adults,PQI_15,2011
26778,67.21,96.25,13502,Asthma in Younger Adults,PQI_15,2012
26815,518.76,558.69,13601,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
26816,490.93,650.21,13601,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
26817,477.73,717.09,13601,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
26818,471.79,612.7,13601,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
26847,68.97,22.66,13601,Asthma in Younger Adults,PQI_15,2009
26848,56.1,15.18,13601,Asthma in Younger Adults,PQI_15,2010
26849,55.22,35.2,13601,Asthma in Younger Adults,PQI_15,2011
26850,58.08,35.53,13601,Asthma in Younger Adults,PQI_15,2012
26887,325.05,399.19,13602,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
26888,204.49,6249.98,13602,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
26889,300.41,0.0,13602,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
26890,325.38,0.0,13602,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
26919,69.96,0.0,13602,Asthma in Younger Adults,PQI_15,2009
26920,45.1,23.87,13602,Asthma in Younger Adults,PQI_15,2010
26921,53.35,0.0,13602,Asthma in Younger Adults,PQI_15,2011
26922,63.36,60.17,13602,Asthma in Younger Adults,PQI_15,2012
26959,291.17,0.0,13603,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
26960,278.41,424.6,13603,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
26961,286.33,98.34,13603,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
26962,294.8,73.15,13603,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
26991,96.25,0.0,13603,Asthma in Younger Adults,PQI_15,2009
26992,78.43,21.56,13603,Asthma in Younger Adults,PQI_15,2010
26993,78.43,94.49,13603,Asthma in Younger Adults,PQI_15,2011
26994,69.74,70.73,13603,Asthma in Younger Adults,PQI_15,2012
27031,472.89,731.39,13605,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
27032,448.8,554.07,13605,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
27033,442.53,427.57,13605,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
27034,428.12,273.24,13605,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
27063,50.71,66.0,13605,Asthma in Younger Adults,PQI_15,2009
27064,41.69,0.0,13605,Asthma in Younger Adults,PQI_15,2010
27065,38.94,0.0,13605,Asthma in Younger Adults,PQI_15,2011
27066,38.5,0.0,13605,Asthma in Younger Adults,PQI_15,2012
27103,438.02,578.6,13606,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
27104,406.45,290.18,13606,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
27105,412.94,156.53,13606,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
27106,403.48,149.27,13606,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
27135,49.94,0.0,13606,Asthma in Younger Adults,PQI_15,2009
27136,41.47,0.0,13606,Asthma in Younger Adults,PQI_15,2010
27137,37.84,0.0,13606,Asthma in Younger Adults,PQI_15,2011
27138,40.37,132.11,13606,Asthma in Younger Adults,PQI_15,2012
27175,550.44,155.43,13607,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
27176,516.23,466.51,13607,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
27177,507.43,224.73,13607,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
27178,462.11,187.11,13607,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
27207,51.48,176.11,13607,Asthma in Younger Adults,PQI_15,2009
27208,41.69,0.0,13607,Asthma in Younger Adults,PQI_15,2010
27209,38.72,0.0,13607,Asthma in Younger Adults,PQI_15,2011
27210,43.01,0.0,13607,Asthma in Younger Adults,PQI_15,2012
27247,446.27,496.87,13608,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
27248,415.58,366.3,13608,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
27249,402.93,584.1,13608,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
27250,411.18,370.81,13608,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
27279,52.03,0.0,13608,Asthma in Younger Adults,PQI_15,2009
27280,42.13,0.0,13608,Asthma in Younger Adults,PQI_15,2010
27281,40.59,195.36,13608,Asthma in Younger Adults,PQI_15,2011
27282,43.12,0.0,13608,Asthma in Younger Adults,PQI_15,2012
27319,490.05,0.0,13611,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
27320,448.91,0.0,13611,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
27321,418.0,0.0,13611,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
27322,493.68,0.0,13611,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
27351,46.97,0.0,13611,Asthma in Younger Adults,PQI_15,2009
27352,37.84,0.0,13611,Asthma in Younger Adults,PQI_15,2010
27353,39.16,0.0,13611,Asthma in Younger Adults,PQI_15,2011
27354,34.76,0.0,13611,Asthma in Younger Adults,PQI_15,2012
27391,440.77,514.36,13612,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
27392,423.17,497.53,13612,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
27393,426.58,444.18,13612,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
27394,406.56,134.64,13612,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
27423,59.29,0.0,13612,Asthma in Younger Adults,PQI_15,2009
27424,49.28,0.0,13612,Asthma in Younger Adults,PQI_15,2010
27425,47.74,0.0,13612,Asthma in Younger Adults,PQI_15,2011
27426,54.45,118.03,13612,Asthma in Younger Adults,PQI_15,2012
27463,491.37,1492.59,13613,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
27464,460.24,614.02,13613,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
27465,451.77,856.13,13613,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
27466,482.24,233.09,13613,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
27495,60.06,156.53,13613,Asthma in Younger Adults,PQI_15,2009
27496,45.65,0.0,13613,Asthma in Younger Adults,PQI_15,2010
27497,47.3,515.46,13613,Asthma in Younger Adults,PQI_15,2011
27498,54.89,0.0,13613,Asthma in Younger Adults,PQI_15,2012
27535,507.98,0.0,13614,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
27536,439.34,1376.1,13614,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
27537,440.11,1265.77,13614,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
27538,416.68,1144.99,13614,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
27567,65.23,0.0,13614,Asthma in Younger Adults,PQI_15,2009
27568,42.79,0.0,13614,Asthma in Younger Adults,PQI_15,2010
27569,45.87,0.0,13614,Asthma in Younger Adults,PQI_15,2011
27570,39.38,0.0,13614,Asthma in Younger Adults,PQI_15,2012
27607,418.99,1104.95,13616,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
27608,386.43,819.72,13616,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
27609,404.36,253.77,13616,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
27610,379.61,312.95,13616,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
27639,87.23,0.0,13616,Asthma in Younger Adults,PQI_15,2009
27640,71.06,0.0,13616,Asthma in Younger Adults,PQI_15,2010
27641,69.52,0.0,13616,Asthma in Younger Adults,PQI_15,2011
27642,67.76,0.0,13616,Asthma in Younger Adults,PQI_15,2012
27679,484.88,907.06,13617,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
27680,462.11,751.85,13617,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
27681,450.01,957.88,13617,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
27682,453.31,597.52,13617,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
27711,54.12,0.0,13617,Asthma in Younger Adults,PQI_15,2009
27712,41.14,59.51,13617,Asthma in Younger Adults,PQI_15,2010
27713,42.02,62.81,13617,Asthma in Younger Adults,PQI_15,2011
27714,47.96,20.9,13617,Asthma in Younger Adults,PQI_15,2012
27751,548.35,776.93,13618,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
27752,507.54,599.5,13618,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
27753,497.09,336.27,13618,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
27754,481.14,405.24,13618,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
27783,55.0,0.0,13618,Asthma in Younger Adults,PQI_15,2009
27784,47.74,0.0,13618,Asthma in Younger Adults,PQI_15,2010
27785,46.86,0.0,13618,Asthma in Younger Adults,PQI_15,2011
27786,52.14,0.0,13618,Asthma in Younger Adults,PQI_15,2012
27823,483.45,1000.01,13619,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
27824,458.81,930.27,13619,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
27825,449.35,725.56,13619,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
